number,value,state,net_pnl,max_drawdown,sharpe_like,maker_fee,volume_cap_ratio,fill_on_touch,rng_seed,MIN_SPREAD,BASE_SPREAD_raw,MAX_SPREAD,ORDER_LEVELS,MIN_ORDER_SIZE,ORDER_SIZE_INCREMENT,MAX_POSITION,INVENTORY_EXTREME,VOLATILITY_WINDOW,VOLATILITY_STD,STOP_LOSS_PCT,TAKE_PROFIT_PCT
80,0.009525,1,0.010782,0.005028,0.0412,0.00016796793650031768,0.4621242400815692,True,5,0.0003942272348246053,0.003933861207783414,0.010267764302982456,5,0.012561144288459617,0.012153013885200018,1.0560822752640129,0.9584884851829333,59,2.326412455602025,0.012996337044191964,0.016265076369447923
81,0.00953625,1,0.010793,0.005027,0.0413,0.00016638079437457268,0.3643826445038306,True,4,0.0004170717390675548,0.0032271277372651515,0.0095160372599978,6,0.0311646536110102,0.023201089026524676,2.4107666652648208,0.9794890853746089,73,2.327471150255386,0.010695574585493785,0.02136044143554335
82,0.01009875,1,0.01135,0.005005,0.0433,-7.987022049974783e-05,0.21537274706103174,True,5,0.00026433952002489597,0.0035446335527726794,0.009593429096941872,6,0.08794128798626888,0.08164688741366924,5.448909177518183,0.9850159407304653,64,2.8688398657184,0.015438451394021457,0.009574619226048459
83,0.010232,1,0.011482,0.005,0.0438,-5.933993857449073e-05,0.40958326240611476,True,5,0.00011261827112942326,0.0016500587433974903,0.007810772836255846,4,0.1660187435624276,0.10950249729907081,6.553027053657528,0.6975891515937953,74,1.9438882766192487,0.006913248500400684,0.002786579484459874
84,0.00944525,1,0.010703,0.005031,0.0409,0.00018034959433643616,0.35940838320057306,True,4,0.0001712450079194648,0.0015862827721387837,0.007442713372364226,4,0.03198773927583465,0.02001784967410846,2.049518945203131,0.9385594495362398,127,2.3307610720014833,0.018046971050416305,0.00516644741776107
85,0.00942925,1,0.010687,0.005031,0.0409,0.0001827694186690931,0.4457594239006722,True,4,0.0003168097633491218,0.0034150800966811657,0.011177697768753941,5,0.1281032324949562,0.0996196883246724,7.88719963694527,0.7976403267783616,94,2.7528236441650558,0.00904042472456174,0.0032557622186158795
86,0.01004225,1,0.011294,0.005007,0.0431,8.845087601689044e-05,0.4488876155627467,True,6,0.0001462859868075675,0.00342689166201324,0.01137925368497466,8,0.04828347393821969,0.022995228076388374,4.313994244280388,0.9572790352494156,34,2.928272999726622,0.01837612088837591,0.011414860014335136
87,0.01014425,1,0.011395,0.005003,0.0435,-7.284796988517508e-05,0.25317250230588356,True,4,7.081158328213766e-05,0.002130562730155891,0.013644160937662275,7,0.13978695926135792,0.1144588051322687,11.652507865270376,0.9623124408914044,38,2.5096808649022595,0.01574587170413622,0.012849681660383576
88,0.009902749999999998,1,0.011156,0.005013,0.0426,0.00010992687654521321,0.4183477298760594,True,5,0.0009342591187006383,0.0023069852633702628,0.013352613065360818,3,0.013434925526367766,0.012864752708840296,0.3750325415020558,0.7302698615113332,82,2.5079582711460273,0.01932615264995672,0.0033612654923941775
89,0.0105915,1,0.011838,0.004986,0.0452,-3.997865614892216e-06,0.42229819296430254,True,3,0.0006195098249545735,0.0049751455204465386,0.010279727229676149,5,0.007601103469664319,0.00742702339703441,0.6550931219974485,0.8049810822149284,80,2.959252505864378,0.019419565821917454,0.004150555869795735
90,0.01055025,1,0.011797,0.004987,0.045,-1.0485278734451905e-05,0.31579424770371417,True,3,0.0004862893492682516,0.0007388800742177961,0.006124140707262427,3,0.004320385006349387,0.00414260213090185,0.1598494275202404,0.8196906384326613,109,2.9658784835075425,0.012043310830660655,0.012953470838988661
91,0.0,1,0.0,0.0,0.0,-0.00017237229730223124,0.21890343080977687,False,4,0.0004967173276061342,0.003875387994016944,0.010033103571741408,5,0.014963308952345641,0.014014346866744406,0.47488831919719404,0.8508333468529736,102,2.901788250768279,0.018354595014904086,0.005262591143599985
92,0.010515749999999999,1,0.011763,0.004989,0.0449,-1.5642935417870262e-05,0.29528537084661344,True,5,0.0005529871170702123,0.0003927698133439539,0.004465885176488853,3,0.0024589444280801766,0.0023895209555777064,0.11017369211437394,0.7265922033546303,116,2.852476860964767,0.012253970818404502,0.006730489603145974
93,0.010580500000000001,1,0.011827,0.004986,0.0451,5.8315616749477095e-06,0.3321140553764726,True,1,0.00025304266504208096,0.0005437562479034629,0.004838996035242466,4,0.00700615074699651,0.00615448888587455,0.11724108832883907,0.777343908893722,95,2.464355492769179,0.01068089041589186,0.009432963926663073
94,0.009718999999999998,1,0.010974,0.00502,0.0419,-0.00013821301633609213,0.36716693436729564,True,6,0.0005568333869569021,0.004010885466561968,0.010419550105069054,5,0.051209329371102355,0.023891052477215124,0.4028290700104697,0.8396117886323438,105,2.8135620730111564,0.01951084900970169,0.004904478098653461
95,0.00973725,1,0.010992,0.005019,0.042,-0.00013546494529189176,0.26868607577397813,True,2,0.00017123774637897406,0.0019034549066901788,0.004893081461828017,4,0.004097634303694458,0.003957969069300611,0.1367567850038355,0.7079990456238724,112,1.7205322711548119,0.014197935842021375,0.010830521744654932
96,0.0,1,0.0,0.0,0.0,-6.782041761758167e-06,0.4402885347119797,False,2,0.0002732525400615172,0.0002157926619379453,0.000521920644819584,3,0.00444913134806845,0.004247583405901058,0.14006704647392235,0.8412612535077721,126,2.879919421910361,0.008328816991562089,0.01160067801239489
97,0.009853250000000001,1,0.011107,0.005015,0.0424,-0.00011752423763693173,0.25642230241511144,True,3,0.00037273465894301826,0.0008608339864612646,0.004622321287983157,3,0.003345410648410094,0.0032485286078607206,0.13616756728502796,0.9307412076666954,135,2.897921276551458,0.009003167065611129,0.02833627179415175
98,0.00979275,1,0.011047,0.005017,0.0422,0.00012690228166109337,0.21037034634386076,True,1,0.00011932342550221209,0.0005638361582483146,0.004419681652497433,5,0.0016517046129737917,0.001634050372231527,0.11658295862696472,0.888579059732546,50,2.3414611511735486,0.008909743389610526,0.007306128189140717
99,0.010044250000000001,1,0.011296,0.005007,0.0431,8.819542436454202e-05,0.574205393717249,True,2,0.0006623389483768873,0.003161050175893824,0.006040309140881874,6,0.09683480272767807,0.03103577944256112,0.7644282550258068,0.963930894601902,58,2.2651659279000325,0.00833876667799653,0.015835759028294007
