number,value,state,net_pnl,max_drawdown,sharpe_like,min_spread_pct,base_spread_pct,max_spread_pct,base_order_size_pct_of_balance,min_order_value_usd,max_order_size_pct,max_inventory_ratio,skew_intensity,volatility_window_sec,volatility_multiplier,min_profit_spread_after_fees_pct,max_daily_loss_pct,order_stale_threshold_pct,max_outstanding_orders
22,0.0,1,0.0,0.0,0.0,0.0001015141961740564,0.0031609607569748803,0.0143690528568991,0.0099408107528875,11.829567730408098,0.2532466699911715,0.5582273858465321,0.3167097209125876,170,3.224850040097522,0.00022162366974278416,0.09693387981161734,0.0003266514207925622,2
23,0.0,1,0.0,0.0,0.0,0.0006087388942060438,0.0032953166049764404,0.00975304614494738,0.0021452056092812616,25.816743536492815,0.34230049424874626,0.8027939905923297,0.10330154250976865,144,3.8844206535545336,0.0009209273581377218,0.04086231845169999,0.00014158911921768934,5
24,0.0,1,0.0,0.0,0.0,0.00018387948211076837,0.0025869240560726955,0.00415375985068902,0.0010259395205478095,14.317113881577866,0.347027418668083,0.2961723188890071,0.48906757325805195,40,3.976525025335968,0.0009251921693999677,0.04528894113445947,0.0009760909999902254,1
25,0.0,1,0.0,0.0,0.0,0.0002583980101421349,0.0027026336787385357,0.016349548052878762,0.0026802276359797054,8.48229597065458,0.18266138104734705,0.634332862744696,0.38271729772504826,153,1.8929736052270845,0.00014828224385727654,0.031818789504913084,0.0003513273676206877,5
26,0.0,1,0.0,0.0,0.0,0.0004300153760088645,0.0006562880251564103,0.001045927875880009,0.009781565562482341,11.641729449836328,0.3192091528686864,0.8968577555654818,0.14251334314089442,68,3.8718916791993205,0.0008307980129888376,0.03929675147203941,0.0007200061503896284,1
27,0.0,1,0.0,0.0,0.0,0.0007130988279455571,0.0014028777526334682,0.002918046617565966,0.0029118051161836508,8.456500738172767,0.12570746559463683,0.6377661632823651,0.14916645865007874,71,4.992571635522028,0.0008152698397602984,0.020280134272088794,0.000545124008758315,1
28,0.0,1,0.0,0.0,0.0,0.0005823669749711855,0.0006110299451603281,0.0011218492067589265,0.007803773274532325,20.367739659399536,0.3033021545507337,0.8680852398262953,0.16300469773651133,84,4.405924530298347,0.000955791490730883,0.011493913696825779,0.00043733650961329284,1
29,0.0,1,0.0,0.0,0.0,0.0003156537426700949,0.0008090507213138769,0.0012622389557595938,0.003007045049908639,33.900601318990276,0.4360155348314575,0.5727093257904656,0.5484412793255953,33,4.234815714032151,0.0006974308250486933,0.07499702153731999,0.0007529544110172966,2
30,0.0,1,0.0,0.0,0.0,0.0008571133381701327,0.0013298509671623355,0.0028832251691138303,0.0024351863554982625,48.52381174400947,0.27428236302783165,0.6958667359219578,0.11101623174884218,55,2.6273761746509203,0.0007381515536145514,0.03621122972544945,0.0003760005848284559,2
31,0.0,1,0.0,0.0,0.0,0.0006404866181655655,0.0007829078513142659,0.001274413839517023,0.0034702416207616233,40.27684679326855,0.21326559075982132,0.4503866373827374,0.24592662293410678,89,3.6484178740552298,0.0008270740596532447,0.025254893855595408,0.0006527460018738816,4
32,0.0,1,0.0,0.0,0.0,0.0003736181635514513,0.002518712732875315,0.005157716195648642,0.0034017606737958383,45.25396570940133,0.4432912344309944,0.6113607211065875,0.5030014457412321,98,4.74835112628427,0.000674478815978183,0.01844987661752784,0.0006367052735956279,1
33,0.0,1,0.0,0.0,0.0,0.0008004052077265922,0.0006515665494091883,0.001085080128255809,0.002936487876180765,21.17994884980753,0.1476505737380278,0.8650376384850937,0.6366513215148885,44,4.030482562136175,0.0006205454002122967,0.027446041694561326,0.000756881782000955,1
34,0.0,1,0.0,0.0,0.0,0.00012198596657238671,0.002359079727767691,0.006313105712783905,0.004751954490145704,19.760262351847672,0.20744523045763202,0.1881605080759856,0.18570443256632674,113,3.6205078886886843,0.00042959860332244127,0.061284450037541856,0.0009408886736946968,3
