timestamp,equity
2025-08-20 00:00:00,10000.0
2025-08-20 00:01:00,10000.0
2025-08-20 00:02:00,10000.0
2025-08-20 00:03:00,10000.0
2025-08-20 00:04:00,10000.0
2025-08-20 00:05:00,10000.0
2025-08-20 00:06:00,10000.0
2025-08-20 00:07:00,10000.0
2025-08-20 00:08:00,10000.0
2025-08-20 00:09:00,10000.0
2025-08-20 00:10:00,10000.0
2025-08-20 00:11:00,10000.0
2025-08-20 00:12:00,10000.0
2025-08-20 00:13:00,10000.0
2025-08-20 00:14:00,10000.0
2025-08-20 00:15:00,10000.0
2025-08-20 00:16:00,10000.0
2025-08-20 00:17:00,10000.0
2025-08-20 00:18:00,10000.0
2025-08-20 00:19:00,10000.0
2025-08-20 00:20:00,10000.0
2025-08-20 00:21:00,10000.0
2025-08-20 00:22:00,10000.0
2025-08-20 00:23:00,9999.999585120673
2025-08-20 00:24:00,9999.999460120674
2025-08-20 00:25:00,9999.998841832716
2025-08-20 00:26:00,9999.999061332717
2025-08-20 00:27:00,9999.999102646889
2025-08-20 00:28:00,9999.999231346888
2025-08-20 00:29:00,9999.999402946889
2025-08-20 00:30:00,9999.999643947443
2025-08-20 00:31:00,9999.999302902213
2025-08-20 00:32:00,9999.998824195802
2025-08-20 00:33:00,9999.998941195801
2025-08-20 00:34:00,9999.999112109974
2025-08-20 00:35:00,9999.99989738929
2025-08-20 00:36:00,9999.99986488929
2025-08-20 00:37:00,9999.999994889291
2025-08-20 00:38:00,10000.00009238929
2025-08-20 00:39:00,10000.000403509983
2025-08-20 00:40:00,10000.000544118677
2025-08-20 00:41:00,10000.000241753385
2025-08-20 00:42:00,10000.000417872943
2025-08-20 00:43:00,10000.000383372944
2025-08-20 00:44:00,10000.000276654224
2025-08-20 00:45:00,10000.000399062917
2025-08-20 00:46:00,10000.000492662917
2025-08-20 00:47:00,10000.000367862916
2025-08-20 00:48:00,10000.000175344197
2025-08-20 00:49:00,10000.000271044197
2025-08-20 00:50:00,10000.000143444197
2025-08-20 00:51:00,10000.000207244197
2025-08-20 00:52:00,10000.000271044197
2025-08-20 00:53:00,10000.000271044197
2025-08-20 00:54:00,10000.000079644196
2025-08-20 00:55:00,10000.000302944196
2025-08-20 00:56:00,10000.000239144196
2025-08-20 00:57:00,10000.000311463755
2025-08-20 00:58:00,10000.000024374516
2025-08-20 00:59:00,9999.999897774514
2025-08-20 01:00:00,10000.000034221073
2025-08-20 01:01:00,10000.000300875405
2025-08-20 01:02:00,10000.000333675403
2025-08-20 01:03:00,10000.000333675403
2025-08-20 01:04:00,10000.000348072099
2025-08-20 01:05:00,10000.000352272098
2025-08-20 01:06:00,10000.000343872098
2025-08-20 01:07:00,10000.00019630424
2025-08-20 01:08:00,10000.00010778552
2025-08-20 01:09:00,9999.99971919144
2025-08-20 01:10:00,9999.999177815544
2025-08-20 01:11:00,9999.9993344891
2025-08-20 01:12:00,9999.9994874891
2025-08-20 01:13:00,9999.998878824323
2025-08-20 01:14:00,9999.999045324323
2025-08-20 01:15:00,9999.998473343425
2025-08-20 01:16:00,9999.998273843425
2025-08-20 01:17:00,9999.9974607814
2025-08-20 01:18:00,9999.9979353814
2025-08-20 01:19:00,9999.99831583809
2025-08-20 01:20:00,9999.99831583809
2025-08-20 01:21:00,9999.999409917406
2025-08-20 01:22:00,9999.999138317406
2025-08-20 01:23:00,9999.998874760457
2025-08-20 01:24:00,9999.998295212039
2025-08-20 01:25:00,9999.99841181204
2025-08-20 01:26:00,9999.997711857228
2025-08-20 01:27:00,9999.997133508488
2025-08-20 01:28:00,9999.99743432566
2025-08-20 01:29:00,9999.997052200806
2025-08-20 01:30:00,9999.996899200805
2025-08-20 01:31:00,9999.99609603581
2025-08-20 01:32:00,9999.99609958242
2025-08-20 01:33:00,9999.99630616311
2025-08-20 01:34:00,9999.996647663109
2025-08-20 01:35:00,9999.996219604232
2025-08-20 01:36:00,9999.996219604232
2025-08-20 01:37:00,9999.995852604232
2025-08-20 01:38:00,9999.993422050082
2025-08-20 01:39:00,9999.994054560639
2025-08-20 01:40:00,9999.994480914926
2025-08-20 01:41:00,9999.993702204114
