timestamp,side,price,quantity,fee,pnl,position_after,balance_after
2025-08-20 00:39:00,Sell,8.649135000000001,0.003,5.1894810000000006e-06,4.326200199749446e-05,0.028499999999999994,9999.753622009983
2025-08-20 00:40:00,Sell,8.659134,0.001,1.7318268000000001e-06,2.4417667532496917e-05,0.027499999999999993,9999.762279412156
2025-08-20 00:40:00,Sell,8.659134,0.003,5.1954804000000005e-06,7.325300259749074e-05,0.024499999999999994,9999.788251618676
2025-08-20 00:41:00,Buy,8.660866,0.0008,1.3857385600000002e-06,0.0,0.025299999999999993,9999.781321540138
2025-08-20 00:41:00,Buy,8.660866,0.0023,3.98399836e-06,0.0,0.027599999999999993,9999.76139756434
2025-08-20 00:41:00,Buy,8.660866,0.0038,6.58225816e-06,0.0,0.03139999999999999,9999.72847969128
2025-08-20 00:41:00,Buy,8.660866,0.0053,9.180517960000001e-06,0.0,0.03669999999999999,9999.682567920963
2025-08-20 00:41:00,Buy,8.660866,0.0068,1.177877776e-05,0.0,0.04349999999999999,9999.623662253385
2025-08-20 00:42:00,Sell,8.659134,0.001,1.7318268000000001e-06,1.2239543571175241e-05,0.04249999999999999,9999.632319655559
2025-08-20 00:42:00,Sell,8.659134,0.003,5.1954804000000005e-06,3.671863071352572e-05,0.039499999999999987,9999.658291862079
2025-08-20 00:42:00,Sell,8.659134,0.005,8.659134000000001e-06,6.11977178558762e-05,0.03449999999999999,9999.701578872944
2025-08-20 00:44:00,Buy,8.660866,0.0007,1.21252124e-06,0.0,0.03519999999999999,9999.695515054224
2025-08-20 00:45:00,Sell,8.659134,0.001,1.7318268000000001e-06,1.1927260637657647e-05,0.03419999999999999,9999.704172456397
2025-08-20 00:45:00,Sell,8.659134,0.003,5.1954804000000005e-06,3.578178191297294e-05,0.031199999999999988,9999.730144662917
2025-08-20 00:48:00,Buy,8.660866,0.0007,1.21252124e-06,0.0,0.03189999999999999,9999.724080844197
2025-08-20 00:57:00,Sell,8.659134,0.001,1.7318268000000001e-06,1.1589525176644635e-05,0.03089999999999999,9999.73273824637
2025-08-20 00:57:00,Sell,8.659134,0.003,5.1954804000000005e-06,3.476857552993391e-05,0.02789999999999999,9999.75871045289
2025-08-20 00:57:00,Sell,8.659134,0.005,8.659134000000001e-06,5.794762588322318e-05,0.02289999999999999,9999.801997463755
2025-08-20 00:58:00,Buy,8.660866,0.0008,1.3857385600000002e-06,0.0,0.02369999999999999,9999.795067385217
2025-08-20 00:58:00,Buy,8.650865,0.0023,3.9793979e-06,0.0,0.02599999999999999,9999.775166416319
2025-08-20 00:58:00,Buy,8.650865,0.0039,6.747674699999999e-06,0.0,0.02989999999999999,9999.741421295144
2025-08-20 00:58:00,Buy,8.650865,0.0054,9.3429342e-06,0.0,0.03529999999999999,9999.69469728121
2025-08-20 00:58:00,Buy,8.650865,0.0069,1.19381937e-05,0.0,0.04219999999999999,9999.634994374515
2025-08-20 01:00:00,Sell,8.649135000000001,0.001,1.7298270000000003e-06,-9.077402638551889e-07,0.04119999999999999,9999.643641779689
2025-08-20 01:00:00,Sell,8.649135000000001,0.003,5.1894810000000006e-06,-2.723220791565566e-06,0.038199999999999984,9999.669583995208
2025-08-20 01:00:00,Sell,8.649135000000001,0.005,8.649135e-06,-4.5387013192759435e-06,0.033199999999999986,9999.712821021074
2025-08-20 01:01:00,Sell,8.659134,0.001,1.7318268000000001e-06,9.08925993614357e-06,0.032199999999999986,9999.721478423247
2025-08-20 01:01:00,Sell,8.659134,0.003,5.1954804000000005e-06,2.7267779808430714e-05,0.029199999999999986,9999.747450629768
2025-08-20 01:01:00,Sell,8.659134,0.005,8.659134000000001e-06,4.5446299680717855e-05,0.024199999999999985,9999.790737640633
2025-08-20 01:01:00,Sell,8.659134,0.007,1.2122787600000001e-05,6.362481955300498e-05,0.017199999999999986,9999.851339455845
2025-08-20 01:01:00,Sell,8.659134,0.009,1.55864412e-05,8.180333942529213e-05,0.008199999999999987,9999.929256075404
2025-08-20 01:04:00,Sell,8.669133,0.001,1.7338266000000002e-06,1.9086260136144105e-05,0.007199999999999987,9999.937923474577
2025-08-20 01:04:00,Sell,8.669133,0.003,5.2014798000000005e-06,5.725878040843232e-05,0.004199999999999987,9999.963925672098
2025-08-20 01:07:00,Buy,8.670867,0.001,1.7341734e-06,0.0,0.005199999999999987,9999.955253070924
2025-08-20 01:07:00,Buy,8.670867,0.0029,5.02910286e-06,0.0,0.008099999999999986,9999.930102527522
2025-08-20 01:07:00,Buy,8.660866,0.0048,8.31443136e-06,0.0,0.012899999999999984,9999.88852205629
2025-08-20 01:07:00,Buy,8.660866,0.0067,1.1605560440000003e-05,0.0,0.019599999999999985,9999.83048264853
2025-08-20 01:07:00,Buy,8.660866,0.0086,1.4896689520000002e-05,0.0,0.028199999999999985,9999.75598430424
2025-08-20 01:08:00,Buy,8.660866,0.0007,1.21252124e-06,0.0,0.028899999999999985,9999.74992048552
2025-08-20 01:09:00,Buy,8.650865,0.0007,1.2111210999999998e-06,0.0,0.029599999999999984,9999.743863668898
2025-08-20 01:09:00,Buy,8.650865,0.0021,3.6333633e-06,0.0,0.031699999999999985,9999.725693219036
2025-08-20 01:09:00,Buy,8.650865,0.0036,6.2286228e-06,0.0,0.035299999999999984,9999.694543876412
2025-08-20 01:09:00,Buy,8.650865,0.005,8.650865e-06,0.0,0.04029999999999998,9999.651280900547
2025-08-20 01:09:00,Buy,8.650865,0.0064,1.10731072e-05,0.0,0.046699999999999985,9999.59590429144
2025-08-20 01:10:00,Buy,8.640864,0.0005,8.640864000000002e-07,0.0,0.047199999999999985,9999.591582995354
2025-08-20 01:10:00,Buy,8.640864,0.0016,2.7650764800000002e-06,0.0,0.04879999999999998,9999.577754847878
2025-08-20 01:10:00,Buy,8.640864,0.0027,4.666066560000001e-06,0.0,0.05149999999999998,9999.554419849012
2025-08-20 01:10:00,Buy,8.640864,0.0037,6.394239360000001e-06,0.0,0.055199999999999985,9999.522442257972
2025-08-20 01:10:00,Buy,8.640864,0.0048,8.29522944e-06,0.0,0.059999999999999984,9999.480957815544
2025-08-20 01:11:00,Sell,8.639136,0.001,1.7278272000000002e-06,-1.5828436128469427e-05,0.05899999999999998,9999.489595223717
2025-08-20 01:11:00,Sell,8.639136,0.003,5.183481600000001e-06,-4.7485308385408285e-05,0.05599999999999998,9999.515507448235
2025-08-20 01:11:00,Sell,8.639136,0.005,8.639136000000002e-06,-7.914218064234715e-05,0.05099999999999998,9999.5586944891
2025-08-20 01:13:00,Buy,8.640864,0.0005,8.640864000000002e-07,0.0,0.05149999999999998,9999.554373193014
2025-08-20 01:13:00,Buy,8.640864,0.0015,2.5922592000000004e-06,0.0,0.052999999999999985,9999.541409304755
2025-08-20 01:13:00,Buy,8.640864,0.0025,4.320432000000001e-06,0.0,0.05549999999999999,9999.519802824323
2025-08-20 01:15:00,Buy,8.630863000000002,0.0004,6.904690400000002e-07,0.0,0.055899999999999984,9999.516349788653
2025-08-20 01:15:00,Buy,8.630863000000002,0.0013,2.2440243800000004e-06,0.0,0.05719999999999999,9999.505127422728
2025-08-20 01:15:00,Buy,8.630863000000002,0.0022,3.797579720000001e-06,0.0,0.05939999999999999,9999.486135726549
2025-08-20 01:15:00,Buy,8.630863000000002,0.0031,5.351135060000001e-06,0.0,0.062499999999999986,9999.459374700114
2025-08-20 01:15:00,Buy,8.630863000000002,0.004,6.904690400000003e-06,0.0,0.06649999999999999,9999.424844343424
2025-08-20 01:17:00,Buy,8.620861999999999,0.0003,5.172517199999999e-07,0.0,0.06679999999999998,9999.422257567572
2025-08-20 01:17:00,Buy,8.620861999999999,0.001,1.7241723999999998e-06,0.0,0.06779999999999999,9999.4136349814
2025-08-20 01:19:00,Sell,8.619138,0.001,1.7238276e-06,-3.0750557029968865e-05,0.06679999999999998,9999.422252395572
2025-08-20 01:19:00,Sell,8.619138,0.003,5.1714828e-06,-9.225167108990661e-05,0.06379999999999998,9999.44810463809
2025-08-20 01:21:00,Sell,8.629137,0.001,1.7258274000000001e-06,-2.0753556829968334e-05,0.06279999999999998,9999.456732049262
2025-08-20 01:21:00,Sell,8.629137,0.003,5.1774822e-06,-6.2260670489905e-05,0.05979999999999998,9999.48261428278
2025-08-20 01:21:00,Sell,8.629137,0.005,8.629137000000001e-06,-0.00010376778414984166,0.05479999999999998,9999.525751338644
2025-08-20 01:21:00,Sell,8.629137,0.007,1.2080791800000001e-05,-0.00014527489780977832,0.04779999999999998,9999.586143216853
2025-08-20 01:21:00,Sell,8.629137,0.009,1.55324466e-05,-0.00018678201146971496,0.03879999999999998,9999.663789917406
2025-08-20 01:23:00,Buy,8.640864,0.0006,1.03690368e-06,0.0,0.039399999999999984,9999.658604362103
2025-08-20 01:23:00,Buy,8.640864,0.0018,3.1107110400000004e-06,0.0,0.04119999999999999,9999.643047696192
2025-08-20 01:23:00,Buy,8.640864,0.0031,5.35733568e-06,0.0,0.044299999999999985,9999.616255660456
2025-08-20 01:24:00,Buy,8.630863000000002,0.0006,1.0357035600000003e-06,0.0,0.04489999999999999,9999.611076106952
2025-08-20 01:24:00,Buy,8.630863000000002,0.0017,2.9344934200000003e-06,0.0,0.04659999999999999,9999.596400705359
2025-08-20 01:24:00,Buy,8.630863000000002,0.0028,4.833283280000001e-06,0.0,0.049399999999999986,9999.572229455676
2025-08-20 01:24:00,Buy,8.630863000000002,0.0039,6.7320731400000016e-06,0.0,0.053299999999999986,9999.538562357902
2025-08-20 01:24:00,Buy,8.630863000000002,0.005,8.630863000000001e-06,0.0,0.058299999999999984,9999.495399412039
2025-08-20 01:26:00,Buy,8.620861999999999,0.0004,6.8966896e-07,0.0,0.05869999999999998,9999.491950377569
2025-08-20 01:26:00,Buy,8.620861999999999,0.0013,2.2414241199999997e-06,0.0,0.059999999999999984,9999.480741015544
2025-08-20 01:26:00,Buy,8.620861999999999,0.0021,3.6207620399999996e-06,0.0,0.06209999999999998,9999.462633584582
2025-08-20 01:26:00,Buy,8.620861999999999,0.0029,5.00009996e-06,0.0,0.06499999999999997,9999.437628084683
2025-08-20 01:26:00,Buy,8.620861999999999,0.0038,6.55185512e-06,0.0,0.06879999999999997,9999.404862257228
2025-08-20 01:27:00,Buy,8.610861,0.0003,5.166516599999999e-07,0.0,0.06909999999999997,9999.402278482277
2025-08-20 01:27:00,Buy,8.610861,0.0009,1.5499549800000002e-06,0.0,0.06999999999999997,9999.394527157423
2025-08-20 01:27:00,Buy,8.610861,0.0016,2.7554755200000003e-06,0.0,0.07159999999999997,9999.380747024348
2025-08-20 01:27:00,Buy,8.610861,0.0022,3.7887788400000004e-06,0.0,0.07379999999999996,9999.36179934137
2025-08-20 01:27:00,Buy,8.610861,0.0028,4.82208216e-06,0.0,0.07659999999999996,9999.337684108488
2025-08-20 01:28:00,Sell,8.609138999999999,0.001,1.7218278e-06,-2.952006411700751e-05,0.07559999999999996,9999.34629152566
2025-08-20 01:29:00,Buy,8.610861,0.0002,3.4443444000000003e-07,0.0,0.07579999999999996,9999.344569009027
2025-08-20 01:29:00,Buy,8.610861,0.0007,1.20552054e-06,0.0,0.07649999999999997,9999.338540200806
2025-08-20 01:31:00,Buy,8.600859999999999,0.0002,3.4403439999999996e-07,0.0,0.07669999999999998,9999.336819684771
2025-08-20 01:31:00,Buy,8.600859999999999,0.0007,1.2041204e-06,0.0,0.07739999999999998,9999.33079787865
2025-08-20 01:31:00,Buy,8.600859999999999,0.0012,2.0642063999999996e-06,0.0,0.07859999999999999,9999.320474782444
2025-08-20 01:31:00,Buy,8.600859999999999,0.0016,2.7522751999999997e-06,0.0,0.0802,9999.30671065417
2025-08-20 01:31:00,Buy,8.600859999999999,0.0021,3.6123611999999994e-06,0.0,0.0823,9999.288645235809
2025-08-20 01:32:00,Sell,8.5908428298,0.01,1.71816856596e-05,-0.0004498491307416534,0.0723,9999.37453648242
2025-08-20 01:33:00,Sell,8.59914,0.001,1.719828e-06,-3.6689402308204797e-05,0.0713,9999.383133902593
2025-08-20 01:33:00,Sell,8.59914,0.003,5.159484000000001e-06,-0.0001100682069246144,0.0683,9999.408926163109
2025-08-20 01:35:00,Buy,8.600859999999999,0.0003,5.160515999999999e-07,0.0,0.0686,9999.406345389058
2025-08-20 01:35:00,Buy,8.600859999999999,0.001,1.7201720000000001e-06,0.0,0.0696,9999.397742808886
2025-08-20 01:35:00,Buy,8.600859999999999,0.0016,2.7522751999999997e-06,0.0,0.0712,9999.383978680611
2025-08-20 01:35:00,Buy,8.600859999999999,0.0022,3.7843784e-06,0.0,0.07339999999999999,9999.365053004232
2025-08-20 01:38:00,Buy,8.590859,0.0003,5.1545154e-07,0.0,0.07369999999999999,9999.36247523108
2025-08-20 01:38:00,Buy,8.590859,0.0008,1.3745374400000002e-06,0.0,0.07449999999999998,9999.355601169344
2025-08-20 01:38:00,Buy,8.590859,0.0013,2.23362334e-06,0.0,0.07579999999999998,9999.344430819021
2025-08-20 01:38:00,Buy,8.580858,0.0019,3.26072604e-06,0.0,0.07769999999999998,9999.328123928095
2025-08-20 01:38:00,Buy,8.580858,0.0024,4.11881184e-06,0.0,0.08009999999999998,9999.307525750082
2025-08-20 01:39:00,Sell,8.557862628150001,0.01,1.7115725256300004e-05,-0.0007168690848612087,0.07009999999999998,9999.393087260638
2025-08-20 01:40:00,Sell,8.579142000000001,0.001,1.7158284000000003e-06,-5.041179251049137e-05,0.06909999999999998,9999.40166468681
2025-08-20 01:40:00,Sell,8.579142000000001,0.003,5.147485200000001e-06,-0.00015123537753147413,0.06609999999999998,9999.427396965324
2025-08-20 01:40:00,Sell,8.579142000000001,0.005,8.579142e-06,-0.0002520589625524569,0.06109999999999998,9999.470284096182
2025-08-20 01:40:00,Sell,8.579142000000001,0.007,1.2010798800000003e-05,-0.00035288254757343966,0.05409999999999998,9999.530326079383
2025-08-20 01:40:00,Sell,8.579142000000001,0.009,1.5442455600000003e-05,-0.0004537061325944223,0.04509999999999998,9999.607522914926
2025-08-20 01:41:00,Buy,8.570857,0.0005,8.570857000000001e-07,0.0,0.04559999999999998,9999.60323662934
2025-08-20 01:41:00,Buy,8.570857,0.0016,2.74267424e-06,0.0,0.04719999999999998,9999.589520515467
2025-08-20 01:41:00,Buy,8.570857,0.0027,4.62826278e-06,0.0,0.04989999999999998,9999.566374573304
2025-08-20 01:41:00,Buy,8.570857,0.0038,6.51385132e-06,0.0,0.05369999999999998,9999.533798802853
2025-08-20 01:41:00,Buy,8.570857,0.0049,8.39943986e-06,0.0,0.05859999999999998,9999.491793204113
2025-08-20 01:43:00,Sell,8.569143,0.001,1.7138286000000004e-06,-4.728177879425231e-05,0.05759999999999998,9999.500360633285
2025-08-20 01:43:00,Sell,8.569143,0.003,5.1414858e-06,-0.00014184533638275692,0.054599999999999975,9999.526062920799
2025-08-20 01:46:00,Sell,8.579142000000001,0.001,1.7158284000000003e-06,-3.7284778594251765e-05,0.053599999999999974,9999.53464034697
2025-08-20 01:46:00,Sell,8.579142000000001,0.003,5.147485200000001e-06,-0.00011185433578275532,0.05059999999999997,9999.560372625485
2025-08-20 01:46:00,Sell,8.579142000000001,0.005,8.579142e-06,-0.00018642389297125883,0.045599999999999974,9999.603259756343
2025-08-20 01:46:00,Sell,8.579142000000001,0.007,1.2010798800000003e-05,-0.0002609934501597624,0.038599999999999975,9999.663301739543
2025-08-20 01:47:00,Sell,8.589141,0.001,1.7178282000000001e-06,-2.728777839425301e-05,0.037599999999999974,9999.671889162715
2025-08-20 01:47:00,Sell,8.589141,0.003,5.153484600000001e-06,-8.186333518275904e-05,0.03459999999999997,9999.69765143223
2025-08-20 01:47:00,Sell,8.589141,0.005,8.589141000000001e-06,-0.00013643889197126503,0.02959999999999997,9999.74058854809
2025-08-20 01:47:00,Sell,8.589141,0.007,1.20247974e-05,-0.00019101444875977108,0.02259999999999997,9999.800700510292
2025-08-20 01:47:00,Sell,8.589141,0.009,1.54604538e-05,-0.0002455900055482771,0.013599999999999971,9999.877987318838
2025-08-20 01:48:00,Sell,8.59914,0.001,1.719828e-06,-1.7290778194252475e-05,0.012599999999999972,9999.88658473901
2025-08-20 01:48:00,Sell,8.59914,0.003,5.159484000000001e-06,-5.187233458275743e-05,0.009599999999999973,9999.912376999526
2025-08-20 01:48:00,Sell,8.59914,0.005,8.599140000000001e-06,-8.645389097126238e-05,0.004599999999999973,9999.955364100386
2025-08-20 01:49:00,Sell,8.609138999999999,0.001,1.7218278e-06,-7.293777994253717e-06,0.003599999999999973,9999.963971517558
2025-08-20 01:49:00,Sell,8.619138,0.003,5.1714828e-06,8.109666617240457e-06,0.000599999999999973,9999.989823760076
2025-08-20 01:51:00,Buy,8.640864,0.001,1.7281728000000005e-06,0.0,0.001599999999999973,9999.981181167903
2025-08-20 01:51:00,Buy,8.640864,0.003,5.184518400000001e-06,0.0,0.004599999999999973,9999.955253391385
2025-08-20 01:51:00,Buy,8.640864,0.005,8.640864000000002e-06,0.0,0.009599999999999973,9999.912040430521
2025-08-20 01:51:00,Buy,8.640864,0.007,1.2097209600000003e-05,0.0,0.016599999999999972,9999.851542285312
2025-08-20 01:52:00,Sell,8.649135000000001,0.001,1.7298270000000003e-06,7.486463956834073e-06,0.015599999999999972,9999.860189690486
2025-08-20 01:52:00,Sell,8.649135000000001,0.003,5.1894810000000006e-06,2.2459391870502217e-05,0.012599999999999972,9999.886131906005
2025-08-20 01:52:00,Sell,8.649135000000001,0.005,8.649135e-06,3.743231978417036e-05,0.007599999999999972,9999.929368931871
2025-08-20 01:52:00,Sell,8.649135000000001,0.007,1.2108789000000002e-05,5.24052476978385e-05,0.0005999999999999721,9999.989900768081
2025-08-20 01:56:00,Buy,8.660866,0.001,1.7321732000000003e-06,0.0,0.001599999999999972,9999.981238169908
2025-08-20 02:01:00,Sell,8.659134,0.001,1.7318268000000001e-06,4.391407308811104e-06,0.0005999999999999721,9999.989895572082
2025-08-20 02:03:00,Buy,8.650865,0.001,1.7301729999999999e-06,0.0,0.001599999999999972,9999.981242976908
2025-08-20 02:03:00,Buy,8.650865,0.003,5.190519e-06,0.0,0.004599999999999972,9999.955285191389
2025-08-20 02:06:00,Sell,8.649135000000001,0.001,1.7298270000000003e-06,-3.7397095075436366e-06,0.003599999999999972,9999.963932596562
2025-08-20 02:06:00,Sell,8.649135000000001,0.003,5.1894810000000006e-06,-1.1219128522630911e-05,0.0005999999999999721,9999.989874812081
2025-08-20 02:08:00,Buy,8.660866,0.001,1.7321732000000003e-06,0.0,0.001599999999999972,9999.981212213908
2025-08-20 02:08:00,Buy,8.660866,0.003,5.196519600000001e-06,0.0,0.004599999999999972,9999.95522441939
2025-08-20 02:08:00,Buy,8.660866,0.005,8.660866e-06,0.0,0.009599999999999973,9999.911911428524
2025-08-20 02:08:00,Buy,8.660866,0.007,1.2125212400000001e-05,0.0,0.016599999999999972,9999.851273241311
2025-08-20 02:08:00,Buy,8.660866,0.0089,1.541634148e-05,0.0,0.025499999999999974,9999.77417611757
2025-08-20 02:10:00,Sell,8.659134,0.001,1.7318268000000001e-06,-3.235094623707688e-06,0.024499999999999973,9999.782833519743
2025-08-20 02:10:00,Sell,8.659134,0.003,5.1954804000000005e-06,-9.705283871123064e-06,0.021499999999999974,9999.808805726263
2025-08-20 02:10:00,Sell,8.659134,0.005,8.659134000000001e-06,-1.617547311853844e-05,0.016499999999999973,9999.852092737128
2025-08-20 02:10:00,Sell,8.659134,0.007,1.2122787600000001e-05,-2.2645662365953817e-05,0.009499999999999974,9999.91269455234
2025-08-20 02:10:00,Sell,8.659134,0.009,1.55864412e-05,-2.9115851613369188e-05,0.0004999999999999744,9999.9906111719
2025-08-20 02:11:00,Buy,8.660866,0.001,1.7321732000000003e-06,0.0,0.0014999999999999744,9999.981948573726
2025-08-20 02:11:00,Buy,8.660866,0.003,5.196519600000001e-06,0.0,0.0044999999999999745,9999.955960779207
2025-08-20 02:11:00,Buy,8.660866,0.005,8.660866e-06,0.0,0.009499999999999974,9999.912647788342
2025-08-20 02:11:00,Buy,8.660866,0.007,1.2125212400000001e-05,0.0,0.016499999999999973,9999.852009601129
2025-08-20 02:11:00,Buy,8.660866,0.009,1.5589558800000002e-05,0.0,0.025499999999999974,9999.77404621757
2025-08-20 02:12:00,Sell,8.659134,0.001,1.7318268000000001e-06,-3.459341855367945e-06,0.024499999999999973,9999.782703619743
2025-08-20 02:12:00,Sell,8.659134,0.003,5.1954804000000005e-06,-1.0378025566103836e-05,0.021499999999999974,9999.808675826263
2025-08-20 02:13:00,Sell,8.669133,0.001,1.7338266000000002e-06,6.537658344632589e-06,0.020499999999999973,9999.817343225437
2025-08-20 02:13:00,Sell,8.669133,0.003,5.2014798000000005e-06,1.9612975033897772e-05,0.017499999999999974,9999.843345422958
2025-08-20 02:13:00,Sell,8.669133,0.005,8.669133000000002e-06,3.268829172316294e-05,0.012499999999999973,9999.886682418824
2025-08-20 02:13:00,Sell,8.669133,0.007,1.2136786200000002e-05,4.576360841242813e-05,0.005499999999999973,9999.947354213038
2025-08-20 02:15:00,Sell,8.679132,0.001,1.7358263999999998e-06,1.653465854463135e-05,0.004499999999999973,9999.956031609212
2025-08-20 02:15:00,Sell,8.679132,0.003,5.2074792e-06,4.9603975633894046e-05,0.0014999999999999727,9999.982063797734
2025-08-20 02:16:00,Buy,8.680868,0.001,1.7361736e-06,0.0,0.0024999999999999727,9999.97338119356
2025-08-20 02:19:00,Buy,8.670867,0.001,1.7341734e-06,0.0,0.0034999999999999728,9999.964708592386
2025-08-20 02:19:00,Buy,8.670867,0.0029,5.02910286e-06,0.0,0.0063999999999999726,9999.939558048984
2025-08-20 02:23:00,Sell,8.669133,0.001,1.7338266000000002e-06,-2.685447316099555e-06,0.0053999999999999725,9999.948225448157
2025-08-20 02:23:00,Sell,8.669133,0.003,5.2014798000000005e-06,-8.056341948298665e-06,0.0023999999999999725,9999.974227645678
2025-08-20 02:27:00,Buy,8.670867,0.001,1.7341734e-06,0.0,0.0033999999999999725,9999.965555044504
2025-08-20 02:27:00,Buy,8.670867,0.0029,5.02910286e-06,0.0,0.006299999999999972,9999.940404501102
2025-08-20 02:27:00,Buy,8.670867,0.0049,8.49744966e-06,0.0,0.011199999999999972,9999.897908755353
2025-08-20 02:27:00,Buy,8.670867,0.0068,1.179237912e-05,0.0,0.01799999999999997,9999.838935067373
2025-08-20 02:27:00,Buy,8.670867,0.0088,1.526072592e-05,0.0,0.02679999999999997,9999.762616177048
2025-08-20 02:28:00,Sell,8.669133,0.001,1.7338266000000002e-06,-3.3977627835295575e-06,0.02579999999999997,9999.771283576221
2025-08-20 02:29:00,Buy,8.670867,0.0007,1.21392138e-06,0.0,0.026499999999999968,9999.7652127554
2025-08-20 02:29:00,Buy,8.670867,0.0022,3.81518148e-06,0.0,0.02869999999999997,9999.746133032817
2025-08-20 02:30:00,Buy,8.670867,0.0007,1.21392138e-06,0.0,0.029399999999999968,9999.740062211995
2025-08-20 02:30:00,Sell,8.669133,0.001,1.7338266000000002e-06,-3.40634202636393e-06,0.028399999999999967,9999.748729611169
2025-08-20 02:31:00,Buy,8.670867,0.0007,1.21392138e-06,0.0,0.029099999999999966,9999.742658790346
2025-08-20 02:33:00,Buy,8.660866,0.0007,1.21252124e-06,0.0,0.029799999999999965,9999.736594971626
2025-08-20 02:33:00,Buy,8.660866,0.0021,3.63756372e-06,0.0,0.03189999999999996,9999.718403515462
2025-08-20 02:33:00,Buy,8.660866,0.0035,6.062606200000001e-06,0.0,0.035399999999999966,9999.688084421856
2025-08-20 02:33:00,Buy,8.660866,0.005,8.660866e-06,0.0,0.040399999999999964,9999.64477143099
2025-08-20 02:33:00,Buy,8.660866,0.0064,1.1085908480000002e-05,0.0,0.04679999999999997,9999.589330802683
2025-08-20 02:35:00,Sell,8.659134,0.001,1.7318268000000001e-06,-9.645086161298941e-06,0.045799999999999966,9999.597988204856
2025-08-20 02:35:00,Sell,8.659134,0.003,5.1954804000000005e-06,-2.8935258483896823e-05,0.04279999999999996,9999.623960411376
2025-08-20 02:35:00,Sell,8.659134,0.005,8.659134000000001e-06,-4.8225430806494705e-05,0.037799999999999966,9999.667247422241
